src;ano;casos;group
150050;2007;294;Autóctone
150050;2007;430;Importado
150050;2008;566;Autóctone
150050;2008;337;Importado
150050;2009;299;Autóctone
150050;2009;382;Importado
150050;2010;218;Autóctone
150050;2010;447;Importado
150050;2011;394;Autóctone
150050;2011;341;Importado
150050;2012;154;Autóctone
150050;2012;314;Importado
150050;2013;275;Autóctone
150050;2013;296;Importado
150050;2014;132;Autóctone
150050;2014;203;Importado
150050;2015;333;Autóctone
150050;2015;211;Importado
150050;2016;410;Autóctone
150050;2016;403;Importado
150050;2017;152;Autóctone
150050;2017;475;Importado
150050;2018;287;Autóctone
150050;2018;422;Importado
150050;2019;119;Autóctone
150050;2019;237;Importado
150050;2020;48;Autóctone
150050;2020;71;Importado
150060;2007;3571;Autóctone
150060;2007;245;Importado
150060;2008;1697;Autóctone
150060;2008;230;Importado
150060;2009;1658;Autóctone
150060;2009;323;Importado
150060;2010;1773;Autóctone
150060;2010;431;Importado
150060;2011;1352;Autóctone
150060;2011;294;Importado
150060;2012;1829;Autóctone
150060;2012;283;Importado
150060;2013;238;Autóctone
150060;2013;127;Importado
150060;2014;107;Autóctone
150060;2014;44;Importado
150060;2015;26;Autóctone
150060;2015;24;Importado
150060;2016;5;Autóctone
150060;2016;15;Importado
150060;2017;58;Importado
150060;2018;113;Autóctone
150060;2018;74;Importado
150060;2019;538;Autóctone
150060;2019;99;Importado
150060;2020;336;Autóctone
150060;2020;16;Importado
150070;2007;9547;Autóctone
150070;2007;655;Importado
150070;2008;13543;Autóctone
150070;2008;949;Importado
150070;2009;31626;Autóctone
150070;2009;2399;Importado
150070;2010;29150;Autóctone
150070;2010;1628;Importado
150070;2011;20828;Autóctone
150070;2011;1283;Importado
150070;2012;20502;Autóctone
150070;2012;1838;Importado
150070;2013;3087;Autóctone
150070;2013;323;Importado
150070;2014;1940;Autóctone
150070;2014;308;Importado
150070;2015;2870;Autóctone
150070;2015;464;Importado
150070;2016;2282;Autóctone
150070;2016;353;Importado
150070;2017;7628;Autóctone
150070;2017;600;Importado
150070;2018;6348;Autóctone
150070;2018;576;Importado
150070;2019;6843;Autóctone
150070;2019;884;Importado
150070;2020;1514;Autóctone
150070;2020;259;Importado
150080;2007;5;Autóctone
150080;2007;5;Importado
150080;2008;5;Autóctone
150080;2008;6;Importado
150080;2009;3;Autóctone
150080;2009;4;Importado
150080;2010;12;Autóctone
150080;2010;4;Importado
150080;2011;7;Autóctone
150080;2011;16;Importado
150080;2012;10;Autóctone
150080;2012;6;Importado
150080;2013;127;Autóctone
150080;2013;23;Importado
150080;2014;1;Autóctone
150080;2014;2;Importado
150080;2015;1;Importado
150080;2016;3;Autóctone
150080;2017;12;Autóctone
150080;2017;1;Importado
150080;2018;17;Autóctone
150080;2018;1;Importado
150080;2019;1;Importado
150085;2007;1128;Autóctone
150085;2007;204;Importado
150085;2008;591;Autóctone
150085;2008;171;Importado
150085;2009;610;Autóctone
150085;2009;190;Importado
150085;2010;1656;Autóctone
150085;2010;271;Importado
150085;2011;3290;Autóctone
150085;2011;481;Importado
150085;2012;1420;Autóctone
150085;2012;480;Importado
150085;2013;128;Autóctone
150085;2013;175;Importado
150085;2014;130;Autóctone
150085;2014;149;Importado
150085;2015;29;Autóctone
150085;2015;16;Importado
150085;2016;54;Autóctone
150085;2016;17;Importado
150085;2017;7;Autóctone
150085;2017;4;Importado
150085;2018;3;Autóctone
150085;2019;2;Importado
150085;2020;1;Importado
150090;2007;468;Autóctone
150090;2007;25;Importado
150090;2008;326;Autóctone
150090;2008;18;Importado
150090;2009;272;Autóctone
150090;2009;4;Importado
150090;2010;192;Autóctone
150090;2010;12;Importado
150090;2011;29;Autóctone
150090;2011;1;Importado
150090;2012;3;Autóctone
150090;2013;1;Importado
150090;2018;2;Importado
150095;2007;407;Autóctone
150095;2007;91;Importado
150095;2008;630;Autóctone
150095;2008;116;Importado
150095;2009;542;Autóctone
150095;2009;88;Importado
150095;2010;195;Autóctone
150095;2010;80;Importado
150095;2011;64;Autóctone
150095;2011;29;Importado
150095;2012;3;Autóctone
150095;2012;20;Importado
150095;2013;1;Autóctone
150095;2013;7;Importado
150095;2014;4;Importado
150095;2015;2;Importado
150095;2017;1;Autóctone
150095;2017;5;Importado
150095;2018;3;Autóctone
150095;2018;4;Importado
150095;2019;1;Importado
150095;2020;3;Importado
150100;2007;37;Autóctone
150100;2007;7;Importado
150100;2008;3;Autóctone
150100;2008;4;Importado
150100;2009;9;Autóctone
150100;2009;3;Importado
150100;2010;18;Autóctone
150100;2010;6;Importado
150100;2011;3;Autóctone
150100;2011;10;Importado
150100;2012;2;Autóctone
150100;2012;5;Importado
150100;2013;4;Autóctone
150100;2013;2;Importado
150100;2014;2;Importado
150100;2015;1;Autóctone
150100;2017;1;Importado
150100;2018;1;Importado
150100;2019;3;Autóctone
150100;2019;5;Importado
150110;2007;35;Autóctone
150110;2007;5;Importado
150110;2008;7;Autóctone
150110;2008;1;Importado
150110;2009;58;Autóctone
150110;2009;9;Importado
150110;2010;7982;Autóctone
150110;2010;841;Importado
150110;2011;4761;Autóctone
150110;2011;950;Importado
150110;2012;2074;Autóctone
150110;2012;514;Importado
150110;2013;32;Autóctone
150110;2013;10;Importado
150110;2014;7;Autóctone
150110;2014;4;Importado
150110;2015;1;Autóctone
150110;2015;2;Importado
150110;2016;129;Autóctone
150110;2016;6;Importado
150110;2017;9893;Autóctone
150110;2017;1123;Importado
150110;2018;9208;Autóctone
150110;2018;1116;Importado
150110;2019;4784;Autóctone
150110;2019;492;Importado
150110;2020;854;Autóctone
150110;2020;89;Importado
150120;2007;203;Autóctone
150120;2007;547;Importado
150120;2008;118;Autóctone
150120;2008;280;Importado
150120;2009;153;Autóctone
150120;2009;126;Importado
150120;2010;241;Autóctone
150120;2010;288;Importado
150120;2011;418;Autóctone
150120;2011;211;Importado
150120;2012;185;Autóctone
150120;2012;84;Importado
150120;2013;39;Autóctone
150120;2013;37;Importado
150120;2014;3;Autóctone
150120;2014;5;Importado
150120;2015;16;Autóctone
150120;2015;8;Importado
150120;2016;34;Autóctone
150120;2016;21;Importado
150120;2017;78;Autóctone
150120;2017;59;Importado
150120;2018;256;Autóctone
150120;2018;384;Importado
150120;2019;117;Autóctone
150120;2019;120;Importado
150120;2020;19;Autóctone
150120;2020;17;Importado
150125;2007;1;Importado
150125;2008;13;Autóctone
150125;2008;11;Importado
150125;2011;16;Autóctone
150125;2011;23;Importado
150125;2012;1;Importado
150125;2014;2;Importado
150125;2015;3;Autóctone
150125;2015;11;Importado
150125;2016;10;Autóctone
150125;2016;40;Importado
150125;2017;3;Autóctone
150125;2017;3;Importado
150125;2020;1;Importado
150130;2007;1;Autóctone
150130;2007;17;Importado
150130;2008;2;Autóctone
150130;2008;10;Importado
150130;2009;5;Importado
150130;2010;8;Importado
150130;2011;12;Importado
150130;2012;1;Autóctone
150130;2012;3;Importado
150130;2013;9;Autóctone
150130;2013;2;Importado
150130;2017;3;Importado
150140;2007;154;Autóctone
150140;2007;59;Importado
150140;2008;79;Autóctone
150140;2008;41;Importado
150140;2009;15;Autóctone
150140;2009;95;Importado
150140;2010;31;Autóctone
150140;2010;39;Importado
150140;2011;9;Autóctone
150140;2011;51;Importado
150140;2012;28;Autóctone
150140;2012;46;Importado
150140;2013;30;Autóctone
150140;2013;28;Importado
150140;2014;6;Importado
150140;2015;1;Autóctone
150140;2015;17;Importado
150140;2016;5;Importado
150140;2017;16;Importado
150140;2018;1;Autóctone
150140;2018;14;Importado
150140;2019;14;Importado
150145;2007;26;Autóctone
150145;2007;11;Importado
150145;2008;19;Autóctone
150145;2008;3;Importado
150145;2009;28;Autóctone
150145;2009;5;Importado
150145;2010;1;Importado
150145;2011;5;Autóctone
150145;2011;3;Importado
150145;2012;25;Autóctone
150145;2013;3;Autóctone
150145;2013;1;Importado
150145;2014;1;Importado
150145;2018;1;Autóctone
150145;2020;1;Autóctone
150150;2007;3;Importado
150150;2008;2;Importado
150150;2010;5;Autóctone
150150;2010;2;Importado
150150;2011;6;Autóctone
150150;2011;3;Importado
150150;2012;2;Importado
150150;2013;1;Autóctone
150150;2013;1;Importado
150157;2007;110;Autóctone
150157;2007;27;Importado
150157;2008;192;Autóctone
150157;2008;43;Importado
150157;2009;102;Autóctone
150157;2009;46;Importado
150157;2010;136;Autóctone
150157;2010;31;Importado
150157;2011;119;Autóctone
150157;2011;74;Importado
150157;2012;12;Autóctone
150157;2012;8;Importado
150157;2013;2;Autóctone
150157;2013;5;Importado
150157;2014;3;Autóctone
150157;2014;2;Importado
150157;2015;2;Autóctone
150157;2016;5;Importado
150157;2017;2;Autóctone
150157;2017;1;Importado
150157;2018;2;Importado
150160;2007;1;Importado
150160;2008;1;Importado
150160;2010;1;Importado
150160;2011;1;Importado
150160;2012;1;Importado
150170;2007;401;Autóctone
150170;2007;26;Importado
150170;2008;123;Autóctone
150170;2008;23;Importado
150170;2009;58;Autóctone
150170;2009;12;Importado
150170;2010;69;Autóctone
150170;2010;9;Importado
150170;2011;23;Autóctone
150170;2011;5;Importado
150170;2012;1;Importado
150170;2013;4;Importado
150170;2018;1;Autóctone
150172;2007;235;Autóctone
150172;2007;54;Importado
150172;2008;153;Autóctone
150172;2008;52;Importado
150172;2009;141;Autóctone
150172;2009;44;Importado
150172;2010;166;Autóctone
150172;2010;77;Importado
150172;2011;87;Autóctone
150172;2011;11;Importado
150172;2012;95;Autóctone
150172;2012;13;Importado
150172;2013;7;Autóctone
150172;2013;1;Importado
150172;2020;2;Autóctone
150175;2008;1;Importado
150175;2010;8;Autóctone
150175;2010;13;Importado
150175;2011;3;Importado
150175;2012;1;Importado
150175;2013;1;Importado
150175;2014;1;Importado
150175;2015;1;Autóctone
150175;2015;3;Importado
150175;2016;1;Autóctone
150175;2017;3;Autóctone
150175;2017;30;Importado
150178;2007;909;Autóctone
150178;2007;340;Importado
150178;2008;806;Autóctone
150178;2008;260;Importado
150178;2009;1097;Autóctone
150178;2009;192;Importado
150178;2010;1493;Autóctone
150178;2010;282;Importado
150178;2011;625;Autóctone
150178;2011;170;Importado
150178;2012;286;Autóctone
150178;2012;71;Importado
150178;2013;21;Autóctone
150178;2013;15;Importado
150178;2014;2;Autóctone
150178;2014;3;Importado
150178;2015;1;Importado
150178;2016;1;Autóctone
150178;2016;8;Importado
150178;2017;39;Autóctone
150178;2017;6;Importado
150178;2018;32;Autóctone
150178;2018;15;Importado
150178;2019;45;Autóctone
150178;2019;15;Importado
150180;2007;870;Autóctone
150180;2007;164;Importado
150180;2008;554;Autóctone
150180;2008;231;Importado
150180;2009;2733;Autóctone
150180;2009;873;Importado
150180;2010;12108;Autóctone
150180;2010;1036;Importado
150180;2011;3524;Autóctone
150180;2011;324;Importado
150180;2012;2428;Autóctone
150180;2012;663;Importado
150180;2013;929;Autóctone
150180;2013;225;Importado
150180;2014;369;Autóctone
150180;2014;137;Importado
150180;2015;639;Autóctone
150180;2015;74;Importado
150180;2016;2666;Autóctone
150180;2016;127;Importado
150180;2017;1883;Autóctone
150180;2017;269;Importado
150180;2018;1715;Autóctone
150180;2018;166;Importado
150180;2019;2100;Autóctone
150180;2019;230;Importado
150180;2020;360;Autóctone
150180;2020;34;Importado
150190;2007;168;Autóctone
150190;2007;9;Importado
150190;2008;4;Autóctone
150190;2009;3;Autóctone
150190;2009;4;Importado
150190;2010;4;Autóctone
150190;2010;2;Importado
150190;2011;1;Autóctone
150190;2011;1;Importado
150190;2012;3;Autóctone
150190;2013;1;Importado
150190;2014;25;Autóctone
150190;2019;1;Importado
150195;2007;1702;Autóctone
150195;2007;534;Importado
150195;2008;1372;Autóctone
150195;2008;458;Importado
150195;2009;3104;Autóctone
150195;2009;852;Importado
150195;2010;642;Autóctone
150195;2010;378;Importado
150195;2011;572;Autóctone
150195;2011;242;Importado
150195;2012;41;Autóctone
150195;2012;106;Importado
150195;2013;5;Importado
150195;2016;3;Importado
150195;2017;1;Autóctone
150195;2017;6;Importado
150195;2018;77;Autóctone
150195;2018;103;Importado
150195;2019;3;Autóctone
150195;2019;4;Importado
150200;2007;36;Autóctone
150200;2007;10;Importado
150200;2008;69;Autóctone
150200;2008;38;Importado
150200;2009;30;Autóctone
150200;2009;12;Importado
150200;2010;4;Autóctone
150200;2010;10;Importado
150200;2011;12;Autóctone
150200;2011;6;Importado
150200;2012;10;Autóctone
150200;2012;5;Importado
150200;2013;2;Autóctone
150200;2014;1;Importado
150200;2017;4;Autóctone
150200;2017;1;Importado
150200;2018;2;Autóctone
150200;2018;1;Importado
150210;2007;2;Autóctone
150210;2007;11;Importado
150210;2008;2;Autóctone
150210;2008;7;Importado
150210;2009;3;Autóctone
150210;2009;3;Importado
150210;2010;2316;Autóctone
150210;2010;145;Importado
150210;2011;16415;Autóctone
150210;2011;1478;Importado
150210;2012;2664;Autóctone
150210;2012;300;Importado
150210;2013;208;Autóctone
150210;2013;13;Importado
150210;2014;9;Autóctone
150210;2014;1;Importado
150210;2015;2;Importado
150210;2016;2;Importado
150210;2017;990;Autóctone
150210;2017;77;Importado
150210;2018;8998;Autóctone
150210;2018;1398;Importado
150210;2019;3477;Autóctone
150210;2019;395;Importado
150210;2020;371;Autóctone
150210;2020;23;Importado
150215;2007;2;Autóctone
150215;2007;6;Importado
150215;2008;1;Autóctone
150215;2008;3;Importado
150215;2009;2;Autóctone
150215;2009;3;Importado
150215;2010;2;Autóctone
150215;2010;2;Importado
150215;2011;2;Autóctone
150215;2011;2;Importado
150215;2012;3;Autóctone
150215;2013;1;Autóctone
150215;2013;1;Importado
150215;2014;2;Autóctone
150215;2014;2;Importado
150215;2015;5;Autóctone
150215;2016;1;Autóctone
150215;2016;1;Importado
150215;2017;1;Autóctone
150220;2007;11;Autóctone
150220;2007;4;Importado
150220;2008;3;Autóctone
150220;2008;4;Importado
150220;2009;8;Autóctone
150220;2009;3;Importado
150220;2010;4;Autóctone
150220;2011;3;Autóctone
150220;2011;1;Importado
150230;2007;1;Autóctone
150230;2007;14;Importado
150230;2008;1;Autóctone
150230;2008;6;Importado
150230;2009;24;Autóctone
150230;2009;5;Importado
150230;2010;3;Autóctone
150230;2010;6;Importado
150230;2011;6;Autóctone
150230;2011;9;Importado
150230;2012;3;Autóctone
150230;2012;1;Importado
150230;2013;2;Importado
150230;2014;1;Importado
150240;2007;7;Importado
150240;2008;1;Autóctone
150240;2008;9;Importado
150240;2009;3;Importado
150240;2010;1;Autóctone
150240;2010;10;Importado
150240;2011;2;Importado
150240;2012;1;Autóctone
150240;2012;2;Importado
150240;2014;1;Importado
150240;2015;1;Importado
150240;2018;1;Importado
150240;2019;1;Importado
150250;2007;235;Autóctone
150250;2007;236;Importado
150250;2008;636;Autóctone
150250;2008;252;Importado
150250;2009;793;Autóctone
150250;2009;723;Importado
150250;2010;1150;Autóctone
150250;2010;389;Importado
150250;2011;603;Autóctone
150250;2011;282;Importado
150250;2012;682;Autóctone
150250;2012;1020;Importado
150250;2013;146;Autóctone
150250;2013;131;Importado
150250;2014;20;Autóctone
150250;2014;34;Importado
150250;2015;130;Autóctone
150250;2015;56;Importado
150250;2016;390;Autóctone
150250;2016;144;Importado
150250;2017;357;Autóctone
150250;2017;209;Importado
150250;2018;372;Autóctone
150250;2018;180;Importado
150250;2019;169;Autóctone
150250;2019;141;Importado
150250;2020;35;Autóctone
150250;2020;30;Importado
150260;2007;2;Autóctone
150260;2007;2;Importado
150260;2008;2;Autóctone
150260;2008;2;Importado
150260;2009;2;Autóctone
150260;2010;1;Autóctone
150260;2010;1;Importado
150260;2011;10;Autóctone
150260;2012;65;Autóctone
150260;2012;12;Importado
150260;2013;7;Autóctone
150260;2013;2;Importado
150260;2017;1;Autóctone
150260;2018;1;Importado
150270;2007;16;Autóctone
150270;2007;6;Importado
150270;2008;2;Importado
150270;2009;1;Autóctone
150270;2009;1;Importado
150270;2010;2;Importado
150275;2007;144;Autóctone
150275;2007;77;Importado
150275;2008;18;Autóctone
150275;2008;2;Importado
150275;2009;18;Autóctone
150275;2009;4;Importado
150275;2010;7;Autóctone
150275;2010;6;Importado
150275;2011;3;Autóctone
150275;2011;1;Importado
150275;2012;10;Autóctone
150275;2012;8;Importado
150275;2013;1;Autóctone
150275;2013;2;Importado
150275;2014;4;Autóctone
150275;2014;3;Importado
150275;2015;3;Importado
150275;2016;2;Autóctone
150276;2007;4;Importado
150276;2008;1;Autóctone
150276;2008;3;Importado
150276;2009;1;Importado
150276;2010;6;Importado
150276;2011;114;Autóctone
150276;2011;23;Importado
150276;2012;7;Autóctone
150276;2012;18;Importado
150276;2013;22;Autóctone
150276;2013;11;Importado
150276;2014;75;Autóctone
150276;2014;18;Importado
150276;2015;31;Autóctone
150276;2015;23;Importado
150276;2016;18;Autóctone
150276;2016;13;Importado
150276;2017;5;Autóctone
150276;2017;11;Importado
150276;2018;1;Autóctone
150276;2018;2;Importado
150276;2019;58;Importado
150276;2020;1;Autóctone
150276;2020;10;Importado
150277;2007;79;Autóctone
150277;2007;15;Importado
150277;2008;62;Autóctone
150277;2008;8;Importado
150277;2009;8;Autóctone
150277;2009;1;Importado
150277;2010;15;Autóctone
150277;2010;5;Importado
150277;2011;10;Autóctone
150277;2011;1;Importado
150277;2012;7;Autóctone
150277;2012;2;Importado
150277;2013;1;Importado
150277;2014;1;Importado
150277;2015;1;Importado
150277;2016;1;Autóctone
150277;2016;1;Importado
150277;2017;1;Autóctone
150277;2017;1;Importado
150277;2018;1;Importado
150280;2007;882;Autóctone
