src;ano;casos;group
130300;2012;1;Autóctone
130300;2012;1;Importado
130300;2015;1;Importado
130300;2016;1;Importado
130300;2017;7;Importado
130300;2018;76;Autóctone
130300;2018;104;Importado
130300;2019;21;Autóctone
130300;2019;35;Importado
130300;2020;4;Importado
130310;2007;85;Autóctone
130310;2007;42;Importado
130310;2008;123;Autóctone
130310;2008;19;Importado
130310;2009;880;Autóctone
130310;2009;31;Importado
130310;2010;36;Autóctone
130310;2010;12;Importado
130310;2011;28;Autóctone
130310;2011;8;Importado
130310;2012;6;Autóctone
130310;2012;8;Importado
130310;2013;1;Importado
130310;2014;33;Autóctone
130310;2014;10;Importado
130310;2015;5;Autóctone
130310;2015;3;Importado
130310;2016;6;Importado
130310;2017;8;Importado
130310;2018;1;Autóctone
130310;2018;5;Importado
130310;2019;17;Importado
130310;2020;1;Importado
130320;2007;2157;Autóctone
130320;2007;473;Importado
130320;2008;739;Autóctone
130320;2008;180;Importado
130320;2009;393;Autóctone
130320;2009;186;Importado
130320;2010;202;Autóctone
130320;2010;97;Importado
130320;2011;252;Autóctone
130320;2011;74;Importado
130320;2012;374;Autóctone
130320;2012;64;Importado
130320;2013;98;Autóctone
130320;2013;45;Importado
130320;2014;32;Autóctone
130320;2014;30;Importado
130320;2015;51;Autóctone
130320;2015;39;Importado
130320;2016;16;Autóctone
130320;2016;24;Importado
130320;2017;508;Autóctone
130320;2017;157;Importado
130320;2018;430;Autóctone
130320;2018;146;Importado
130320;2019;343;Autóctone
130320;2019;103;Importado
130320;2020;18;Autóctone
130320;2020;14;Importado
130330;2007;4092;Autóctone
130330;2007;1055;Importado
130330;2008;2033;Autóctone
130330;2008;929;Importado
130330;2009;1426;Autóctone
130330;2009;774;Importado
130330;2010;794;Autóctone
130330;2010;342;Importado
130330;2011;726;Autóctone
130330;2011;206;Importado
130330;2012;95;Autóctone
130330;2012;66;Importado
130330;2013;51;Autóctone
130330;2013;51;Importado
130330;2014;42;Autóctone
130330;2014;37;Importado
130330;2015;36;Autóctone
130330;2015;23;Importado
130330;2016;15;Autóctone
130330;2016;41;Importado
130330;2017;59;Autóctone
130330;2017;114;Importado
130330;2018;247;Autóctone
130330;2018;240;Importado
130330;2019;1097;Autóctone
130330;2019;107;Importado
130330;2020;70;Autóctone
130330;2020;15;Importado
130340;2007;47;Autóctone
130340;2007;20;Importado
130340;2008;55;Autóctone
130340;2008;7;Importado
130340;2009;34;Autóctone
130340;2009;8;Importado
130340;2010;18;Autóctone
130340;2010;8;Importado
130340;2011;17;Autóctone
130340;2011;7;Importado
130340;2012;13;Autóctone
130340;2012;4;Importado
130340;2013;2;Autóctone
130340;2013;5;Importado
130340;2014;6;Autóctone
130340;2014;4;Importado
130340;2015;4;Autóctone
130340;2015;3;Importado
130340;2016;2;Importado
130340;2017;5;Importado
130340;2018;2;Autóctone
130340;2018;2;Importado
130340;2019;1;Autóctone
130340;2020;1;Importado
130350;2007;389;Autóctone
130350;2007;214;Importado
130350;2008;207;Autóctone
130350;2008;100;Importado
130350;2009;1203;Autóctone
130350;2009;329;Importado
130350;2010;374;Autóctone
130350;2010;133;Importado
130350;2011;199;Autóctone
130350;2011;35;Importado
130350;2012;776;Autóctone
130350;2012;163;Importado
130350;2013;1219;Autóctone
130350;2013;263;Importado
130350;2014;1698;Autóctone
130350;2014;476;Importado
130350;2015;996;Autóctone
130350;2015;251;Importado
130350;2016;197;Autóctone
130350;2016;89;Importado
130350;2017;244;Autóctone
130350;2017;144;Importado
130350;2018;279;Autóctone
130350;2018;63;Importado
130350;2019;805;Autóctone
130350;2019;111;Importado
130350;2020;92;Autóctone
130350;2020;149;Importado
130353;2007;4954;Autóctone
130353;2007;1395;Importado
130353;2008;3643;Autóctone
130353;2008;898;Importado
130353;2009;1169;Autóctone
130353;2009;478;Importado
130353;2010;787;Autóctone
130353;2010;303;Importado
130353;2011;502;Autóctone
130353;2011;242;Importado
130353;2012;535;Autóctone
130353;2012;202;Importado
130353;2013;582;Autóctone
130353;2013;175;Importado
130353;2014;538;Autóctone
130353;2014;195;Importado
130353;2015;383;Autóctone
130353;2015;199;Importado
130353;2016;1730;Autóctone
130353;2016;344;Importado
130353;2017;2638;Autóctone
130353;2017;636;Importado
130353;2018;1684;Autóctone
130353;2018;385;Importado
130353;2019;1180;Autóctone
130353;2019;279;Importado
130353;2020;402;Autóctone
130353;2020;114;Importado
130356;2007;4331;Autóctone
130356;2007;1930;Importado
130356;2008;1402;Autóctone
130356;2008;702;Importado
130356;2009;1279;Autóctone
130356;2009;554;Importado
130356;2010;1251;Autóctone
130356;2010;539;Importado
130356;2011;1135;Autóctone
130356;2011;490;Importado
130356;2012;908;Autóctone
130356;2012;371;Importado
130356;2013;756;Autóctone
130356;2013;247;Importado
130356;2014;104;Autóctone
130356;2014;100;Importado
130356;2015;136;Autóctone
130356;2015;87;Importado
130356;2016;520;Autóctone
130356;2016;218;Importado
130356;2017;1186;Autóctone
130356;2017;539;Importado
130356;2018;1035;Autóctone
130356;2018;532;Importado
130356;2019;408;Autóctone
130356;2019;207;Importado
130356;2020;193;Autóctone
130356;2020;85;Importado
130360;2007;5472;Autóctone
130360;2007;92;Importado
130360;2008;4263;Autóctone
130360;2008;42;Importado
130360;2009;614;Autóctone
130360;2009;22;Importado
130360;2010;550;Autóctone
130360;2010;263;Importado
130360;2011;1165;Autóctone
130360;2011;24;Importado
130360;2012;340;Autóctone
130360;2012;13;Importado
130360;2013;193;Autóctone
130360;2013;18;Importado
130360;2014;349;Autóctone
130360;2014;17;Importado
130360;2015;1511;Autóctone
130360;2015;18;Importado
130360;2016;3277;Autóctone
130360;2016;42;Importado
130360;2017;8464;Autóctone
130360;2017;202;Importado
130360;2018;3462;Autóctone
130360;2018;56;Importado
130360;2019;4689;Autóctone
130360;2019;176;Importado
130360;2020;1189;Autóctone
130360;2020;51;Importado
130370;2007;1339;Autóctone
130370;2007;27;Importado
130370;2008;2150;Autóctone
130370;2008;29;Importado
130370;2009;1686;Autóctone
130370;2009;26;Importado
130370;2010;406;Autóctone
130370;2010;20;Importado
130370;2011;287;Autóctone
130370;2011;12;Importado
130370;2012;1609;Autóctone
130370;2012;66;Importado
130370;2013;1300;Autóctone
130370;2013;31;Importado
130370;2014;2335;Autóctone
130370;2014;61;Importado
130370;2015;2361;Autóctone
130370;2015;62;Importado
130370;2016;485;Autóctone
130370;2016;9;Importado
130370;2017;402;Autóctone
130370;2017;11;Importado
130370;2018;1086;Autóctone
130370;2018;38;Importado
130370;2019;950;Autóctone
130370;2019;33;Importado
130370;2020;109;Autóctone
130370;2020;6;Importado
130380;2007;6914;Autóctone
130380;2007;81;Importado
130380;2008;5035;Autóctone
130380;2008;78;Importado
130380;2009;3973;Autóctone
130380;2009;67;Importado
130380;2010;9777;Autóctone
130380;2010;162;Importado
130380;2011;5666;Autóctone
130380;2011;112;Importado
130380;2012;4445;Autóctone
130380;2012;92;Importado
130380;2013;6138;Autóctone
130380;2013;102;Importado
130380;2014;4929;Autóctone
130380;2014;89;Importado
130380;2015;5697;Autóctone
130380;2015;161;Importado
130380;2016;12995;Autóctone
130380;2016;181;Importado
130380;2017;14468;Autóctone
130380;2017;203;Importado
130380;2018;17549;Autóctone
130380;2018;212;Importado
130380;2019;9280;Autóctone
130380;2019;113;Importado
130380;2020;4630;Autóctone
130380;2020;57;Importado
130390;2007;995;Autóctone
130390;2007;38;Importado
130390;2008;1601;Autóctone
130390;2008;25;Importado
130390;2009;2367;Autóctone
130390;2009;350;Importado
130390;2010;890;Autóctone
130390;2010;62;Importado
130390;2011;667;Autóctone
130390;2011;87;Importado
130390;2012;4135;Autóctone
130390;2012;299;Importado
130390;2013;4167;Autóctone
130390;2013;163;Importado
130390;2014;1449;Autóctone
130390;2014;129;Importado
130390;2015;2730;Autóctone
130390;2015;186;Importado
130390;2016;458;Autóctone
130390;2016;20;Importado
130390;2017;191;Autóctone
130390;2017;11;Importado
130390;2018;73;Autóctone
130390;2018;9;Importado
130390;2019;83;Autóctone
130390;2019;6;Importado
130390;2020;15;Autóctone
130395;2007;1222;Autóctone
130395;2007;832;Importado
130395;2008;600;Autóctone
130395;2008;222;Importado
130395;2009;273;Autóctone
130395;2009;121;Importado
130395;2010;173;Autóctone
130395;2010;93;Importado
130395;2011;154;Autóctone
130395;2011;45;Importado
130395;2012;8;Autóctone
130395;2012;3;Importado
130395;2013;27;Autóctone
130395;2013;28;Importado
130395;2014;9;Autóctone
130395;2014;4;Importado
130395;2015;148;Autóctone
130395;2015;22;Importado
130395;2016;7;Autóctone
130395;2016;10;Importado
130395;2017;308;Autóctone
130395;2017;124;Importado
130395;2018;308;Autóctone
130395;2018;305;Importado
130395;2019;160;Autóctone
130395;2019;133;Importado
130395;2020;28;Autóctone
130395;2020;19;Importado
130400;2007;605;Autóctone
130400;2007;316;Importado
130400;2008;486;Autóctone
130400;2008;320;Importado
130400;2009;50;Autóctone
130400;2009;132;Importado
130400;2010;45;Autóctone
130400;2010;53;Importado
130400;2011;3;Autóctone
130400;2011;21;Importado
130400;2012;1;Autóctone
130400;2012;6;Importado
130400;2013;7;Importado
130400;2014;16;Autóctone
130400;2014;4;Importado
130400;2015;2;Importado
130400;2016;1;Importado
130400;2017;2;Autóctone
130400;2017;10;Importado
130400;2018;114;Autóctone
130400;2018;22;Importado
130400;2019;35;Autóctone
130400;2019;8;Importado
130400;2020;6;Autóctone
130400;2020;1;Importado
130406;2007;1673;Autóctone
130406;2007;48;Importado
130406;2008;796;Autóctone
130406;2008;54;Importado
130406;2009;4426;Autóctone
130406;2009;862;Importado
130406;2010;2197;Autóctone
130406;2010;209;Importado
130406;2011;1174;Autóctone
130406;2011;212;Importado
130406;2012;4061;Autóctone
130406;2012;974;Importado
130406;2013;3425;Autóctone
130406;2013;739;Importado
130406;2014;1534;Autóctone
130406;2014;164;Importado
130406;2015;1697;Autóctone
130406;2015;167;Importado
130406;2016;588;Autóctone
130406;2016;56;Importado
130406;2017;251;Autóctone
130406;2017;33;Importado
130406;2018;141;Autóctone
130406;2018;17;Importado
130406;2019;123;Autóctone
130406;2019;17;Importado
130406;2020;43;Autóctone
130406;2020;2;Importado
130410;2007;4067;Autóctone
130410;2007;275;Importado
130410;2008;4648;Autóctone
130410;2008;275;Importado
130410;2009;3338;Autóctone
130410;2009;239;Importado
130410;2010;1901;Autóctone
130410;2010;121;Importado
130410;2011;1214;Autóctone
130410;2011;95;Importado
130410;2012;1506;Autóctone
130410;2012;65;Importado
130410;2013;1118;Autóctone
130410;2013;63;Importado
130410;2014;2242;Autóctone
130410;2014;89;Importado
130410;2015;1551;Autóctone
130410;2015;101;Importado
130410;2016;547;Autóctone
130410;2016;28;Importado
130410;2017;1631;Autóctone
130410;2017;67;Importado
130410;2018;1996;Autóctone
130410;2018;85;Importado
130410;2019;2211;Autóctone
130410;2019;111;Importado
130410;2020;1232;Autóctone
130410;2020;38;Importado
130420;2007;8883;Autóctone
130420;2007;328;Importado
130420;2008;9874;Autóctone
130420;2008;374;Importado
130420;2009;4914;Autóctone
130420;2009;785;Importado
130420;2010;2122;Autóctone
130420;2010;148;Importado
130420;2011;2190;Autóctone
130420;2011;118;Importado
130420;2012;3105;Autóctone
130420;2012;140;Importado
130420;2013;2548;Autóctone
130420;2013;115;Importado
130420;2014;2529;Autóctone
130420;2014;106;Importado
130420;2015;2602;Autóctone
130420;2015;123;Importado
130420;2016;1058;Autóctone
130420;2016;56;Importado
130420;2017;2245;Autóctone
130420;2017;133;Importado
130420;2018;4651;Autóctone
130420;2018;166;Importado
130420;2019;2922;Autóctone
130420;2019;115;Importado
130420;2020;723;Autóctone
130420;2020;23;Importado
130423;2007;146;Autóctone
130423;2007;8;Importado
130423;2008;54;Autóctone
130423;2008;1;Importado
130423;2009;158;Autóctone
130423;2009;11;Importado
130423;2010;156;Autóctone
130423;2010;3;Importado
130423;2011;5;Autóctone
130423;2012;13;Autóctone
130423;2012;9;Importado
130423;2013;18;Autóctone
130423;2013;4;Importado
130423;2014;8;Autóctone
130423;2014;6;Importado
130423;2015;65;Autóctone
130423;2015;15;Importado
130423;2016;16;Autóctone
130423;2016;8;Importado
130423;2017;6;Autóctone
130423;2017;1;Importado
130423;2018;3;Autóctone
130423;2018;2;Importado
130423;2019;3;Autóctone
130423;2019;1;Importado
130426;2007;2872;Autóctone
130426;2007;181;Importado
130426;2008;1550;Autóctone
130426;2008;106;Importado
130426;2009;1791;Autóctone
130426;2009;187;Importado
130426;2010;1320;Autóctone
130426;2010;90;Importado
130426;2011;727;Autóctone
130426;2011;44;Importado
130426;2012;950;Autóctone
130426;2012;45;Importado
130426;2013;1608;Autóctone
130426;2013;100;Importado
130426;2014;1383;Autóctone
130426;2014;60;Importado
130426;2015;1922;Autóctone
130426;2015;88;Importado
130426;2016;435;Autóctone
130426;2016;21;Importado
130426;2017;174;Autóctone
130426;2017;13;Importado
130426;2018;254;Autóctone
130426;2018;14;Importado
130426;2019;455;Autóctone
130426;2019;25;Importado
130426;2020;75;Autóctone
130426;2020;4;Importado
130430;2007;755;Autóctone
130430;2007;239;Importado
130430;2008;194;Autóctone
130430;2008;111;Importado
130430;2009;70;Autóctone
130430;2009;110;Importado
130430;2010;27;Autóctone
130430;2010;54;Importado
130430;2011;17;Autóctone
130430;2011;16;Importado
130430;2012;4;Autóctone
130430;2012;2;Importado
130430;2013;17;Autóctone
130430;2014;9;Autóctone
130430;2015;207;Autóctone
130430;2015;20;Importado
130430;2016;28;Autóctone
130430;2016;3;Importado
130430;2017;137;Autóctone
130430;2017;33;Importado
130430;2018;105;Autóctone
130430;2018;25;Importado
130430;2019;43;Autóctone
130430;2019;22;Importado
130430;2020;2;Autóctone
130440;2007;2;Autóctone
130440;2007;11;Importado
130440;2008;3;Importado
130440;2009;1;Importado
130440;2010;3;Importado
130440;2011;1;Importado
130440;2012;2;Importado
130440;2013;2;Importado
130440;2014;1;Importado
130440;2015;2;Importado
130440;2016;1;Importado
130440;2017;1;Importado
130440;2019;1;Importado
140002;2007;257;Autóctone
140002;2007;86;Importado
140002;2008;475;Autóctone
140002;2008;159;Importado
140002;2009;1202;Autóctone
140002;2009;108;Importado
140002;2010;1682;Autóctone
140002;2010;313;Importado
140002;2011;1315;Autóctone
140002;2011;212;Importado
140002;2012;423;Autóctone
140002;2012;143;Importado
140002;2013;1151;Autóctone
140002;2013;282;Importado
140002;2014;1032;Autóctone
140002;2014;478;Importado
140002;2015;664;Autóctone
140002;2015;212;Importado
140002;2016;938;Autóctone
140002;2016;201;Importado
140002;2017;496;Autóctone
140002;2017;158;Importado
140002;2018;1320;Autóctone
140002;2018;400;Importado
140002;2019;2171;Autóctone
140002;2019;531;Importado
140002;2020;1553;Autóctone
140002;2020;353;Importado
140005;2007;477;Autóctone
140005;2007;249;Importado
140005;2008;168;Autóctone
140005;2008;100;Importado
140005;2009;1004;Autóctone
140005;2009;179;Importado
140005;2010;1861;Autóctone
140005;2010;214;Importado
140005;2011;1299;Autóctone
140005;2011;141;Importado
140005;2012;176;Autóctone
140005;2012;52;Importado
140005;2013;98;Autóctone
140005;2013;34;Importado
140005;2014;585;Autóctone
140005;2014;52;Importado
140005;2015;1282;Autóctone
140005;2015;92;Importado
140005;2016;1168;Autóctone
140005;2016;103;Importado
140005;2017;928;Autóctone
140005;2017;81;Importado
140005;2018;1930;Autóctone
140005;2018;504;Importado
140005;2019;4671;Autóctone
140005;2019;2604;Importado
140005;2020;1655;Autóctone
140005;2020;1327;Importado
140010;2007;406;Autóctone
140010;2007;190;Importado
140010;2008;361;Autóctone
140010;2008;112;Importado
140010;2009;312;Autóctone
140010;2009;98;Importado
140010;2010;393;Autóctone
140010;2010;144;Importado
140010;2011;262;Autóctone
140010;2011;97;Importado
140010;2012;133;Autóctone
140010;2012;47;Importado
140010;2013;193;Autóctone
140010;2013;51;Importado
140010;2014;89;Autóctone
140010;2014;49;Importado
140010;2015;31;Autóctone
140010;2015;55;Importado
140010;2016;18;Autóctone
140010;2016;39;Importado
140010;2017;121;Autóctone
140010;2017;84;Importado
140010;2018;245;Autóctone
140010;2018;149;Importado
140010;2019;193;Autóctone
140010;2019;346;Importado
140010;2020;86;Autóctone
140010;2020;159;Importado
140015;2007;594;Autóctone
140015;2007;90;Importado
140015;2008;582;Autóctone
140015;2008;113;Importado
140015;2009;601;Autóctone
140015;2009;122;Importado
140015;2010;864;Autóctone
140015;2010;177;Importado
140015;2011;724;Autóctone
140015;2011;135;Importado
140015;2012;405;Autóctone
140015;2012;60;Importado
140015;2013;90;Autóctone
140015;2013;34;Importado
140015;2014;45;Autóctone
140015;2014;21;Importado
140015;2015;68;Autóctone
140015;2015;4;Importado
140015;2016;35;Autóctone
140015;2016;17;Importado
140015;2017;53;Autóctone
140015;2017;39;Importado
140015;2018;121;Autóctone
140015;2018;65;Importado
140015;2019;126;Autóctone
140015;2019;59;Importado
140015;2020;110;Autóctone
140015;2020;48;Importado
140017;2007;1916;Autóctone
140017;2007;1422;Importado
140017;2008;1772;Autóctone
140017;2008;1297;Importado
140017;2009;3140;Autóctone
140017;2009;1699;Importado
140017;2010;4626;Autóctone
140017;2010;2867;Importado
140017;2011;2257;Autóctone
140017;2011;1475;Importado
140017;2012;885;Autóctone
140017;2012;839;Importado
140017;2013;280;Autóctone
140017;2013;345;Importado
140017;2014;380;Autóctone
140017;2014;229;Importado
140017;2015;127;Autóctone
140017;2015;110;Importado
140017;2016;115;Autóctone
140017;2016;124;Importado
140017;2017;2065;Autóctone
140017;2017;980;Importado
140017;2018;2738;Autóctone
140017;2018;1274;Importado
140017;2019;1325;Autóctone
140017;2019;788;Importado
140017;2020;317;Autóctone
140017;2020;261;Importado
140020;2007;2440;Autóctone
140020;2007;588;Importado
140020;2008;1192;Autóctone
140020;2008;381;Importado
140020;2009;1714;Autóctone
140020;2009;430;Importado
140020;2010;2097;Autóctone
140020;2010;440;Importado
140020;2011;1721;Autóctone
140020;2011;325;Importado
140020;2012;588;Autóctone
140020;2012;107;Importado
140020;2013;417;Autóctone
140020;2013;104;Importado
140020;2014;798;Autóctone
140020;2014;146;Importado
140020;2015;513;Autóctone
140020;2015;237;Importado
140020;2016;355;Autóctone
140020;2016;61;Importado
140020;2017;1905;Autóctone
140020;2017;303;Importado
140020;2018;2804;Autóctone
140020;2018;590;Importado
140020;2019;1066;Autóctone
140020;2019;348;Importado
140020;2020;141;Autóctone
140020;2020;75;Importado
140023;2007;421;Autóctone
140023;2007;85;Importado
140023;2008;173;Autóctone
140023;2008;22;Importado
140023;2009;158;Autóctone
140023;2009;17;Importado
140023;2010;217;Autóctone
140023;2010;31;Importado
140023;2011;26;Autóctone
140023;2011;8;Importado
140023;2012;101;Autóctone
140023;2012;12;Importado
140023;2013;193;Autóctone
140023;2013;28;Importado
140023;2014;59;Autóctone
140023;2014;23;Importado
140023;2015;169;Autóctone
140023;2015;23;Importado
140023;2016;343;Autóctone
140023;2016;35;Importado
140023;2017;126;Autóctone
140023;2017;20;Importado
140023;2018;334;Autóctone
140023;2018;46;Importado
140023;2019;974;Autóctone
140023;2019;202;Importado
140023;2020;294;Autóctone
140023;2020;64;Importado
140028;2007;839;Autóctone
140028;2007;557;Importado
140028;2008;440;Autóctone
140028;2008;444;Importado
140028;2009;546;Autóctone
140028;2009;221;Importado
140028;2010;568;Autóctone
140028;2010;242;Importado
140028;2011;224;Autóctone
140028;2011;154;Importado
140028;2012;119;Autóctone
140028;2012;116;Importado
140028;2013;113;Autóctone
140028;2013;67;Importado
140028;2014;113;Autóctone
140028;2014;33;Importado
140028;2015;415;Autóctone
140028;2015;61;Importado
140028;2016;137;Autóctone
140028;2016;97;Importado
140028;2017;712;Autóctone
140028;2017;416;Importado
140028;2018;812;Autóctone
140028;2018;277;Importado
140028;2019;1329;Autóctone
140028;2019;246;Importado
140028;2020;552;Autóctone
140028;2020;138;Importado
140030;2007;793;Autóctone
140030;2007;479;Importado
140030;2008;631;Autóctone
140030;2008;225;Importado
140030;2009;769;Autóctone
140030;2009;265;Importado
140030;2010;864;Autóctone
140030;2010;259;Importado
140030;2011;561;Autóctone
140030;2011;232;Importado
140030;2012;395;Autóctone
140030;2012;224;Importado
140030;2013;186;Autóctone
140030;2013;119;Importado
140030;2014;149;Autóctone
140030;2014;138;Importado
140030;2015;323;Autóctone
140030;2015;126;Importado
140030;2016;607;Autóctone
140030;2016;124;Importado
140030;2017;696;Autóctone
140030;2017;335;Importado
140030;2018;657;Autóctone
140030;2018;491;Importado
140030;2019;953;Autóctone
140030;2019;1091;Importado
140030;2020;571;Autóctone
140030;2020;526;Importado
140040;2007;130;Autóctone
140040;2007;17;Importado
140040;2008;119;Autóctone
140040;2008;22;Importado
140040;2009;150;Autóctone
140040;2009;19;Importado
140040;2010;113;Autóctone
140040;2010;47;Importado
140040;2011;112;Autóctone
140040;2011;19;Importado
140040;2012;163;Autóctone
140040;2012;14;Importado
140040;2013;39;Autóctone
140040;2013;10;Importado
140040;2014;11;Autóctone
140040;2014;2;Importado
140040;2015;15;Autóctone
140040;2015;5;Importado
140040;2016;3;Autóctone
140040;2016;3;Importado
140040;2017;1;Autóctone
140040;2017;7;Importado
140040;2018;8;Autóctone
140040;2018;20;Importado
140040;2019;86;Autóctone
140040;2019;5;Importado
140040;2020;12;Autóctone
140040;2020;13;Importado
140045;2007;339;Autóctone
140045;2007;31;Importado
140045;2008;76;Autóctone
140045;2008;21;Importado
140045;2009;329;Autóctone
140045;2009;44;Importado
140045;2010;811;Autóctone
140045;2010;72;Importado
140045;2011;96;Autóctone
140045;2011;19;Importado
140045;2012;196;Autóctone
140045;2012;29;Importado
140045;2013;242;Autóctone
140045;2013;18;Importado
140045;2014;262;Autóctone
140045;2014;35;Importado
140045;2015;203;Autóctone
140045;2015;21;Importado
140045;2016;210;Autóctone
140045;2016;20;Importado
140045;2017;414;Autóctone
140045;2017;26;Importado
140045;2018;2085;Autóctone
140045;2018;109;Importado
140045;2019;1928;Autóctone
140045;2019;223;Importado
140045;2020;1120;Autóctone
140045;2020;43;Importado
140047;2007;3395;Autóctone
140047;2007;335;Importado
140047;2008;1558;Autóctone
140047;2008;164;Importado
140047;2009;1088;Autóctone
140047;2009;99;Importado
140047;2010;2014;Autóctone
140047;2010;196;Importado
140047;2011;1230;Autóctone
140047;2011;98;Importado
140047;2012;619;Autóctone
140047;2012;85;Importado
140047;2013;501;Autóctone
140047;2013;55;Importado
140047;2014;784;Autóctone
140047;2014;91;Importado
140047;2015;1989;Autóctone
140047;2015;183;Importado
140047;2016;1065;Autóctone
140047;2016;79;Importado
140047;2017;3746;Autóctone
140047;2017;318;Importado
140047;2018;4129;Autóctone
140047;2018;380;Importado
140047;2019;2383;Autóctone
140047;2019;298;Importado
140047;2020;876;Autóctone
140047;2020;118;Importado
140050;2007;280;Autóctone
140050;2007;34;Importado
140050;2008;150;Autóctone
140050;2008;18;Importado
140050;2009;474;Autóctone
140050;2009;28;Importado
140050;2010;502;Autóctone
140050;2010;42;Importado
140050;2011;175;Autóctone
140050;2011;10;Importado
140050;2012;773;Autóctone
140050;2012;39;Importado
140050;2013;767;Autóctone
140050;2013;70;Importado
140050;2014;823;Autóctone
140050;2014;67;Importado
140050;2015;602;Autóctone
140050;2015;61;Importado
140050;2016;536;Autóctone
140050;2016;42;Importado
140050;2017;62;Autóctone
140050;2017;9;Importado
140050;2018;416;Autóctone
140050;2018;34;Importado
140050;2019;564;Autóctone
140050;2019;109;Importado
140050;2020;269;Autóctone
140050;2020;22;Importado
140060;2007;89;Autóctone
140060;2007;267;Importado
140060;2008;40;Autóctone
140060;2008;61;Importado
140060;2009;74;Autóctone
140060;2009;116;Importado
140060;2010;57;Autóctone
140060;2010;92;Importado
140060;2011;29;Autóctone
140060;2011;22;Importado
140060;2012;50;Autóctone
140060;2012;11;Importado
140060;2013;51;Autóctone
140060;2013;161;Importado
140060;2014;28;Autóctone
140060;2014;203;Importado
140060;2015;49;Autóctone
140060;2015;126;Importado
140060;2016;53;Autóctone
140060;2016;37;Importado
140060;2017;17;Autóctone
140060;2017;61;Importado
140060;2018;156;Autóctone
140060;2018;118;Importado
140060;2019;86;Autóctone
140060;2019;151;Importado
140060;2020;18;Autóctone
140060;2020;54;Importado
140070;2007;23;Autóctone
140070;2007;11;Importado
140070;2008;33;Autóctone
140070;2008;4;Importado
140070;2009;290;Autóctone
140070;2009;50;Importado
140070;2010;274;Autóctone
140070;2010;45;Importado
140070;2011;275;Autóctone
140070;2011;26;Importado
140070;2012;215;Autóctone
140070;2012;10;Importado
140070;2013;126;Autóctone
140070;2013;20;Importado
140070;2014;53;Autóctone
140070;2014;10;Importado
140070;2015;105;Autóctone
140070;2015;11;Importado
140070;2016;79;Autóctone
140070;2016;9;Importado
140070;2017;23;Autóctone
140070;2017;3;Importado
140070;2018;1120;Autóctone
140070;2018;33;Importado
140070;2019;1249;Autóctone
140070;2019;55;Importado
140070;2020;710;Autóctone
140070;2020;31;Importado
150010;2007;1;Autóctone
150010;2007;3;Importado
150010;2008;2;Importado
150010;2009;4;Importado
150010;2010;6;Importado
150010;2011;1;Autóctone
150010;2011;8;Importado
150010;2012;4;Autóctone
150010;2012;1;Importado
150010;2013;1;Autóctone
150010;2013;2;Importado
150010;2014;1;Importado
150010;2015;1;Importado
150010;2016;2;Importado
150010;2017;1;Importado
150010;2018;1;Autóctone
150010;2018;5;Importado
150010;2019;1;Importado
150010;2020;3;Importado
150013;2007;1;Autóctone
150013;2007;9;Importado
150013;2008;2;Autóctone
150013;2008;1;Importado
150013;2009;1;Autóctone
150013;2010;2;Importado
150013;2011;1;Autóctone
150013;2011;3;Importado
150013;2016;1;Importado
150013;2020;1;Autóctone
150020;2007;4;Autóctone
150020;2007;10;Importado
150020;2008;6;Importado
150020;2009;11;Importado
150020;2010;5;Autóctone
150020;2010;13;Importado
150020;2011;1;Autóctone
150020;2011;13;Importado
150020;2012;3;Autóctone
150020;2012;10;Importado
150020;2013;2;Importado
150020;2014;2;Importado
150020;2016;2;Importado
150020;2017;1;Autóctone
150020;2018;1;Autóctone
150020;2018;1;Importado
150020;2019;1;Importado
150030;2007;230;Autóctone
150030;2007;156;Importado
150030;2008;394;Autóctone
150030;2008;173;Importado
150030;2009;1812;Autóctone
150030;2009;496;Importado
150030;2010;1528;Autóctone
150030;2010;327;Importado
150030;2011;835;Autóctone
150030;2011;238;Importado
150030;2012;1826;Autóctone
150030;2012;377;Importado
150030;2013;720;Autóctone
150030;2013;240;Importado
150030;2014;463;Autóctone
150030;2014;165;Importado
150030;2015;414;Autóctone
150030;2015;123;Importado
150030;2016;490;Autóctone
150030;2016;132;Importado
150030;2017;590;Autóctone
150030;2017;214;Importado
150030;2018;625;Autóctone
150030;2018;246;Importado
150030;2019;749;Autóctone
150030;2019;275;Importado
150030;2020;92;Autóctone
150030;2020;46;Importado
150034;2007;1;Importado
150034;2008;1;Importado
150034;2010;3;Importado
150034;2011;2;Importado
150034;2012;5;Importado
150034;2013;2;Importado
150034;2018;1;Importado
150034;2019;2;Importado
150040;2007;1338;Autóctone
150040;2007;42;Importado
150040;2008;888;Autóctone
150040;2008;37;Importado
150040;2009;918;Autóctone
150040;2009;28;Importado
150040;2010;770;Autóctone
150040;2010;25;Importado
150040;2011;1549;Autóctone
150040;2011;66;Importado
150040;2012;663;Autóctone
150040;2012;17;Importado
150040;2013;296;Autóctone
150040;2013;19;Importado
150040;2014;107;Autóctone
150040;2014;7;Importado
150040;2015;65;Autóctone
150040;2015;1;Importado
150040;2016;96;Autóctone
150040;2016;5;Importado
150040;2017;133;Autóctone
150040;2017;11;Importado
150040;2018;332;Autóctone
150040;2018;8;Importado
150040;2019;1652;Autóctone
150040;2019;68;Importado
150040;2020;817;Autóctone
150040;2020;28;Importado
